id,No_voie,type_de_voie,voie,surface_carrez,type_local,surface_reelle,nombre_pieces_principales,departement
18487,1.0,ALL,DE MONTFORT,"63,84",Appartement,63,3,78
18488,58.0,RUE,DES PONTS,"102,04",Appartement,101,4,78
18489,1.0,RUE,GALLIENI,"42,24",Appartement,43,2,78
18490,3.0,ALL,DES GRANDS CLOS,"139,69",Maison,135,6,78
18491,1.0,RUE,DE LA FONTAINE ST MARTIN,"96,3",Appartement,99,5,78
18492,37.0,AV,JULES REIN,"89,24",Appartement,93,5,78
18493,57.0,RUE,HENRI RICHAUME,"44,64",Appartement,42,2,78
18494,102.0,AV,JEAN MOULIN,"69,5",Appartement,65,4,78
18495,1.0,RUE,DU CHEF ST JEAN,"57,08",Appartement,57,2,78
18496,23.0,AV,DU GAL DE GAULLE,"62,12",Appartement,64,3,78
18497,14.0,,RES PARC DU CHATEAU,"91,34",Appartement,92,4,78
18498,7.0,ALL,DES CAPUCINES,"107,73",Maison,65,3,78
18499,33.0,,RES DU BEL EBAT,"65,98",Appartement,65,3,78
18500,49.0,AV,AUGUSTE RENOIR,"48,95",Appartement,50,2,78
18501,18.0,RTE,DE CORMEILLES,"50,26",Appartement,52,3,78
18502,8.0,RUE,DES VIGNOBLES,"91,53",Maison,101,5,78
18503,2.0,AV,DU VALLON,"89,34",Maison,106,4,78
18504,10.0,,RES DU BEL EBAT,"77,67",Appartement,78,4,78
18505,103.0,RUE,DES LANDES,"64,39",Appartement,64,3,78
18506,24.0,RUE,LABELONYE,"163,42",Maison,120,6,78
18507,7.0,,RES PARC DU CHATEAU,"79,78",Appartement,83,4,78
18508,5.0,RUE,FELICIEN LESAGE,"34,19",Appartement,33,2,78
18509,52.0,RUE,DES PONTS,"50,91",Appartement,49,2,78
18510,18.0,RUE,DE SOLFERINO,"34,56",Appartement,35,2,78
18511,7.0,,RES PARC DU CHATEAU,"79,75",Appartement,78,4,78
18512,26.0,RUE,DE PARIS,"54,2",Appartement,56,3,78
18513,5.0,RUE,FELICIEN LESAGE,"46,44",Appartement,46,2,78
18514,15.0,RTE,DE CHATOU,"17,71",Appartement,17,1,78
18515,48.0,RUE,PIERRE LOUIS GUYARD,"53,7",Maison,54,3,78
18516,8.0,RUE,MICHEL ANGE,"84,5",Maison,78,4,78
18517,22.0,RUE,DES EBISOIRES,"31,33",Appartement,32,1,78
18518,87.0,RUE,PRESIDENT ROOSEVELT,"93,91",Appartement,80,4,78
18519,61.0,RUE,JULES FERRY,"53,96",Appartement,53,2,78
18520,7.0,RUE,DE VOISINS,"74,38",Appartement,75,4,78
18521,36.0,RUE,DU MOULIN,"24,96",Appartement,25,1,78
18522,10.0,SQ,DES SABLONS,"52,42",Appartement,52,3,78
18523,22.0,RUE,DES EBISOIRES,"44,91",Appartement,46,2,78
18524,19.0,CHE,LA GRANDE PELOUSE,"47,69",Appartement,44,3,78
18525,41.0,RES,STE CLAIRE,"52,06",Appartement,51,3,78
18526,19.0,CHE,LA GRANDE PELOUSE,"37,61",Appartement,37,2,78
18527,39.0,PL,DES OEILLETS,"88,81",Maison,75,4,78
18528,52.0,AV,DE LA REPUBLIQUE,"61,75",Appartement,62,3,78
18529,63.0,RUE,SAINT NICOLAS,49,Appartement,30,2,78
18530,9.0,RUE,FELICIEN LESAGE,"55,09",Appartement,58,3,78
18531,38.0,AV,GUY DE MAUPASSANT,"81,59",Appartement,80,3,78
18532,19.0,PL,DE PALFOUR,"145,24",Maison,94,5,78
18533,58.0,RUE,DE STALINGRAD,"39,57",Appartement,40,2,78
18534,48.0,AV,EGLE,"69,98",Maison,71,4,78
18535,170.0,RUE,ROBERT VILLOING,"30,38",Appartement,30,2,78
18536,4.0,ALL,DES PEUPLIERS,"111,52",Maison,248,8,78
18537,67.0,RUE,EUGENE LABICHE,"76,57",Appartement,76,3,78
18538,5.0,RUE,JACQUES 2,"69,6",Appartement,67,3,78
18539,7.0,AV,DESAIX,"103,07",Maison,83,5,78
18540,13.0,AV,DE L ABREUVOIR,"104,84",Appartement,107,4,78
18541,88.0,BD,HENRI BARBUSSE,"53,72",Appartement,48,2,78
18542,9001.0,RES,DU VAL DE SEINE,"34,26",Appartement,32,2,78
18543,9.0,RUE,DES EBISOIRES,"71,36",Appartement,73,3,78
18544,68.0,RUE,DU PETIT BOIS,"65,36",Appartement,68,3,78
18545,14.0,ALL,DES HAUTS DIMANCHES,"17,12",Appartement,18,1,78
18546,11.0,RTE,DE CROISSY,"76,44",Appartement,80,3,78
18547,28.0,RTE,DE VERSAILLES,"32,25",Appartement,30,1,78
18548,55.0,AV,DES PAGES,134,Appartement,132,3,78
18549,64.0,RUE,DENIS PAPIN,"38,5",Appartement,20,1,78
18550,61.0,RUE,GABRIEL PERI,"64,13",Appartement,64,3,78
18551,4.0,,HAU DES PERDRIX,"146,14",Maison,125,6,78
18552,15.0,RUE,DE MAULE,"91,53",Appartement,92,4,78
18553,14.0,RUE,DU PETIT BONTEMPS,"77,92",Appartement,75,4,78
18554,10.0,,RES PARC DU CHATEAU,"105,01",Appartement,120,5,78
18555,4.0,AV,DU VAL NOTRE DAME,"85,93",Appartement,80,4,78
18556,103.0,RUE,DES LANDES,"53,39",Appartement,53,3,78
18557,84.0,RTE,DE SAINT NOM,"146,35",Maison,181,6,78
18558,15.0,ALL,GRANDE TERRE,"87,11",Appartement,89,4,78
18559,7.0,RUE,DE SAHUNE,"55,62",Appartement,55,2,78
18560,6.0,RUE,MAURICE JOUET,"28,24",Appartement,28,1,78
18561,2.0,ALL,DE NORMANDIE,"66,7",Appartement,65,4,78
18562,103.0,AV,MAURICE BERTEAUX,"63,24",Appartement,63,3,78
18563,30.0,RUE,VOLTAIRE,"51,78",Appartement,52,3,78
18564,2.0,RES,TROIS FORETS,"58,71",Appartement,60,3,78
18565,113.0,AV,DE POISSY,"55,08",Appartement,66,4,78
18566,16.0,RUE,AUGUSTE RENOIR,"106,38",Appartement,105,5,78
18567,4.0,SQ,DE VERSAILLES,"63,67",Appartement,66,4,78
18568,7.0,RES,LES ENTREES,"66,75",Appartement,71,3,78
18569,115.0,RUE,HOCHE,"24,69",Appartement,24,1,78
18570,25.0,GR,GRANDE RUE,"74,15",Appartement,54,2,78
18571,42.0,RUE,DU CHEMIN DE FER,"21,46",Appartement,25,1,78
18572,3.0,CHE,DES MURS DE GRANDCHAMP,"65,84",Appartement,67,3,78
18573,4.0,RUE,DE MARLOW,"89,99",Appartement,89,4,78
18574,7.0,,HAU LES HUPPES,"149,28",Maison,130,7,78
18575,61.0,RUE,JULES FERRY,"85,46",Appartement,84,4,78
18576,10.0,RES,TROIS FORETS,"72,31",Appartement,72,4,78
18577,8.0,SQ,CROZATIER,82,Appartement,84,3,78
18578,15.0,ALL,DU CHANCELIER SEGUIER,"64,93",Appartement,65,3,78
18579,6.0,ALL,DU MAIL,"74,9",Appartement,76,4,78
18580,3.0,,DE GRASSE VILLAGE,"125,49",Maison,118,4,78
18581,48.0,AV,EGLE,"69,58",Maison,70,4,78
18582,19.0,RUE,AUGUSTE RODIN,"89,6",Maison,87,5,78
