id,No_voie,type_de_voie,voie,surface_carrez,type_local,surface_reelle,nombre_pieces_principales,departement
2449,13.0,AV,DU LANGUEDOC  (PLAGE),"34,8",Appartement,34,3,11
2450,156.0,PL,DE LA BONANCE,"26,18",Appartement,28,1,11
2451,741.0,BD,DU PECH MAYNAUD,"61,21",Maison,58,3,11
2452,15.0,RES,LE CLAPOTIS,"44,26",Maison,44,3,11
2453,2.0,IMP,TURGOT,"81,18",Appartement,76,4,11
2454,231.0,RES,MAISONS D SABLES 4,"26,7",Appartement,29,2,11
2455,98.0,RUE,DU LOCH,"24,49",Appartement,29,2,11
2456,304.0,RES,LES ARENES,"27,17",Appartement,33,2,11
2457,3.0,RES,LA GRANDE VOILE,"27,95",Appartement,31,2,11
2458,65.0,RES,HAMEAU DES PECHEURS,"26,72",Maison,30,2,11
2459,228.0,RES,LE CARLTON,"22,21",Appartement,22,2,11
2460,1017.0,RES,APHRODITE LA VOIE D'EAU,"25,02",Appartement,24,2,11
2461,511.0,RES,APHRODITE LA VOIE D'EAU,"24,21",Appartement,24,2,11
2462,52.0,BD,FREDERIC MISTRAL,"62,61",Appartement,63,3,11
2463,21.0,QUAI,D'ALSACE,"90,72",Appartement,88,4,11
2464,19.0,RUE,DE SAINT GERMAIN,"38,15",Appartement,38,2,11
2465,10.0,QUAI,D'ALSACE,"38,22",Appartement,38,2,11
2466,14.0,RES,LOUISIANE,12,Maison,58,4,11
2467,59.0,RES,SAINTE - LUCIE,"58,08",Maison,42,3,11
2468,8.0,RUE,DE JEMMAPES,"23,41",Appartement,24,1,11
2469,5.0,RUE,DES JACOBINS,"44,26",Appartement,95,2,11
2470,24.0,RES,LAGUNA BEACH,"56,65",Appartement,55,3,11
2471,6.0,RES,PORT ROSE 2,"18,57",Appartement,19,2,11
2472,2.0,RUE,BRACKE DESROUSSEAUX,"98,05",Appartement,101,4,11
2473,42.0,BD,DE 1848,"53,34",Appartement,48,2,11
2474,3.0,RES,LE MEDITERRANEE,"19,43",Appartement,29,1,11
2475,9.0,RUE,DES HIRONDELLES (PLAGE),"51,7",Appartement,48,3,11
2476,51.0,RES,PALAIS DE LA MEDITERRANEE,"17,32",Appartement,18,1,11
2477,11.0,AV,ALAIN GERBAULT,"36,32",Appartement,35,3,11
2478,9001.0,RES,HAUTS DE ST PIERRE,"25,43",Appartement,21,2,11
2479,228.0,RES,LA GRANDE BLEUE,"26,95",Maison,28,3,11
2480,50.0,RES,LES HAMEAUX DE LA PLAGE,"41,19",Maison,31,2,11
2481,4.0,RUE,BENJAMIN CREMIEUX,"38,74",Appartement,35,2,11
2482,4.0,,RES VERTE RIVE COUDARELS B,"34,53",Maison,30,1,11
2483,1.0,RUE,DES PECHEURS  (PLAGE),"86,04",Appartement,85,4,11
2484,488.0,RES,LES EAUX VIVES 2,"27,65",Maison,35,2,11
2485,2.0,AV,DES GOELANDS,"34,38",Appartement,19,2,11
2486,5.0,BD,DE BELLEVUE,"42,8",Appartement,43,3,11
2487,8.0,RES,QUATRE FONTAINES,"35,62",Appartement,41,2,11
2488,20.0,RES,COTE SUD 2,"54,85",Maison,56,4,11
2489,409.0,,LES JARDINS DE LA PLAGE,"30,65",Appartement,24,2,11
2490,12.0,RUE,DE LA ROUQUILLE,"45,97",Maison,47,3,11
2491,136.0,RUE,DU DRAKKAR,"26,14",Maison,25,2,11
2492,2.0,RUE,FABERT,"54,74",Appartement,56,2,11
2493,12.0,RUE,DE BARCELONE,"48,33",Appartement,50,2,11
2494,39.0,RES,LES SENTINIERES,"54,05",Maison,58,3,11
2495,39.0,BD,DE 1848,"20,11",Appartement,19,1,11
2496,9.0,RUE,GERARD PHILIPPE,"58,43",Appartement,57,3,11
2497,64.0,RES,LE DOMAINE DE JADE,"42,2",Maison,40,3,11
2498,126.0,RES,EDEN ROC 2 PLAGE,"54,33",Appartement,47,2,11
2499,118.0,RUE,DU LOCH,"38,26",Appartement,38,3,11
2500,9001.0,RES,LE CANIGOU,"31,12",Appartement,33,1,11
2501,20.0,PAS,BARBEROUSSE,"30,29",Appartement,30,1,11
2502,37.0,RUE,EMILE EUDES,"43,57",Appartement,44,4,11
2503,224.0,RES,BALCONS D L MEDITERRANEE 2,"21,32",Appartement,26,2,11
2504,16.0,RUE,LA PEROUSE,"34,29",Appartement,34,2,11
2505,13.0,AV,DU LANGUEDOC  (PLAGE),"26,76",Appartement,26,2,11
2506,,RUE,DU CIMETIERE,"30,23",Appartement,32,2,11
2507,37.0,BD,DE 1848,"23,58",Appartement,25,1,11
2508,42.0,RES,LE CRES D L GINESTELLE,"44,7",Maison,45,3,11
2509,1.0,IMP,BEAUREPAIRE,"52,72",Appartement,12,1,11
2510,2.0,RUE,DES TRITONS  (PLAGE),"35,02",Appartement,35,2,11
2511,2.0,RUE,DE L'ANCIENNE PORTE NEUVE,"66,06",Appartement,68,2,11
2512,353.0,RES,NEPTUNE,"44,17",Appartement,48,2,11
2513,717.0,RUE,DE LA HUNE,"42,7",Appartement,46,4,11
2514,13.0,RUE,PAUL LOUIS COURIER,"78,82",Appartement,81,4,11
2515,31.0,RES,MAISONS ST LOUIS LA MER,"23,62",Maison,24,2,11
2516,6.0,RUE,INGRES,"41,02",Appartement,43,2,11
2517,3.0,PL,LAMOURGUIER,"56,94",Appartement,57,3,11
2518,1.0,,LES GRENADINES,"23,11",Appartement,24,2,11
2519,5.0,RES,VICTORIA,"34,89",Maison,35,2,11
2520,1.0,AV,DES CORSAIRES,"38,5",Appartement,35,3,11
2521,4.0,BD,DOCTEUR FERROUL,"107,06",Appartement,107,4,11
2522,16.0,CITE,LES LAURIERS,"74,52",Maison,78,4,11
2523,18.0,AV,DU SEMAPHORE,"75,1",Appartement,58,2,11
2524,223.0,RES,LES AMANDINES,"21,85",Appartement,21,2,11
2525,14.0,RUE,MALTE BRUN,"71,85",Appartement,76,4,11
2526,9001.0,RES,HAUTS DE ST PIERRE,"23,21",Maison,19,1,11
2527,2.0,RUE,CLAUDE NOUGARO,"41,06",Appartement,41,2,11
2528,36.0,AV,AYGUADES DE PECH ROUGE,"40,01",Appartement,39,2,11
2529,5.0,,RES BALCONS DE LA FALAISE,"37,79",Appartement,39,3,11
2530,268.0,RES,TERRASSES MEDITERRANEE 1,"21,2",Appartement,29,2,11
2531,85.0,RES,PLEIN SOLEIL,"46,95",Maison,47,3,11
2532,2.0,RUE,LT COL DEYMES,"21,41",Appartement,22,1,11
2533,1.0,RUE,CALIXTE CAMELLE,"24,64",Appartement,24,2,11
2534,20.0,PAS,BARBEROUSSE,"26,85",Appartement,29,2,11
2535,39.0,RES,LES JARDINS D'ULYSSE,"34,45",Maison,38,3,11
2536,2.0,RUE,DE TUNIS,"37,82",Appartement,39,2,11
2537,82.0,PL,MOLIERE,"24,54",Appartement,24,1,11
2538,34.0,RUE,DU PONT DES MARCHANDS,"76,8",Appartement,80,3,11
2539,9002.0,RUE,DES LENTISQUES,"80,3",Maison,83,4,11
2540,109.0,RES,LE CARLTON,"21,92",Appartement,21,2,11
2541,8.0,RUE,DU CHAT QUI PECHE TR,"49,33",Appartement,50,3,11
2542,93.0,RES,L'ILE BLEUE,"24,92",Maison,25,2,11
2543,110.0,RES,BELLE PLAGE,"22,39",Appartement,22,2,11
2544,175.0,RES,MAISONS DE LA PLAGE 4,"34,02",Maison,36,3,11
2545,2.0,RUE,DE LA CLAPE,"26,03",Appartement,21,1,11
2546,630.0,RUE,DE JONQUIERES,"41,62",Appartement,41,2,11
2547,26.0,QUAI,D'ALSACE,"44,07",Appartement,45,2,11
2548,5.0,RUE,DE L'AGLY,"41,02",Appartement,41,2,11
2549,11.0,RES,LES CABESTANS,66,Maison,64,4,11
2550,6.0,AV,DE LA MER,"33,55",Appartement,30,2,11
2551,56.0,RUE,DES PALMIERS,"26,98",Appartement,33,1,11
2552,2.0,AV,DES GOELANDS,"19,05",Maison,25,1,11
2553,16.0,BD,MARCEL SEMBAT,"58,06",Appartement,53,3,11
2554,12.0,RUE,DE L'OSERAIE,"67,95",Maison,69,3,11
2555,101.0,RES,HAMEAU DU SOLEIL,"25,03",Maison,31,2,11
2556,13.0,AV,DOC PAUL POMPIDOR,"87,94",Appartement,89,4,11
2557,113.0,RES,MAISONS DES SABLES 3,"33,24",Appartement,35,2,11
2558,14.0,RES,L'AIGUE MARINE,"14,36",Appartement,24,1,11
2559,2.0,RES,PORT SOLEIL,"25,27",Appartement,25,2,11
2560,10.0,AV,DES GARRIGUES,"39,37",Maison,42,3,11
2561,480.0,RUE,DE LA HUNE,"30,21",Appartement,30,2,11
2562,3.0,RUE,DES REMPARTS,"78,02",Appartement,76,3,11
2563,118.0,RUE,DU LOCH,"24,12",Appartement,24,2,11
2564,1.0,RUE,BAUDIN,"37,8",Appartement,36,2,11
2565,10.0,RES,NEPTUNE,"47,93",Appartement,46,3,11
2566,12.0,CHE,ST JEAN,60,Appartement,60,3,11
2567,58.0,AV,DES JUJUBIERS (PLAGE),"85,58",Maison,79,4,11
2568,37.0,RUE,EMILE EUDES,"60,41",Appartement,60,3,11
2569,98.0,RUE,DU LOCH,"24,44",Appartement,29,2,11
2570,9001.0,RES,KARUKERA,"20,75",Appartement,27,1,11
2571,22.0,AV,DE MILLAU,"67,86",Appartement,68,3,12
2572,17.0,BD,DES DAMES,"84,67",Appartement,74,3,13
2573,51.0,RUE,DE FORBIN,"51,66",Appartement,56,3,13
2574,9.0,RUE,BOSCARY,"28,4",Appartement,30,1,13
2575,46.0,RUE,CHEVALIER PAUL,"35,27",Appartement,35,1,13
2576,55.0,RUE,FRANCIS DAVSO,"48,24",Appartement,50,2,13
2577,2.0,RUE,JEAN DE BERNARDY,"47,9",Appartement,44,2,13
2578,64.0,AV,DE MONTOLIVET,"39,85",Appartement,42,2,13
2579,4.0,RUE,FORTIA,"140,1",Appartement,143,4,13
2580,43.0,RUE,LE PELLETIER,"77,01",Maison,90,3,13
2581,33.0,RUE,DU PETIT PUITS,"16,87",Appartement,21,2,13
2582,2.0,IMP,DU CHALET,"125,85",Appartement,106,2,13
2583,8.0,PL,JEAN JAURES,"143,16",Appartement,143,5,13
2584,48.0,RUE,BERNARD DU BOIS,"25,77",Appartement,40,1,13
2585,133.0,AV,DES CHARTREUX,"90,06",Appartement,60,3,13
2586,44.0,RUE,CURIOL,"20,37",Appartement,24,1,13
2587,64.0,BD,CAMILLE FLAMMARION,"68,8",Appartement,69,3,13
2588,6.0,RUE,GUINTRAND,"20,2",Appartement,21,1,13
2589,14.0,PL,AUX HUILES,"38,54",Appartement,40,2,13
2590,5001.0,RES,MARITIME,"52,91",Appartement,53,3,13
2591,13.0,TSSE,DU MOULIN A VENT,"33,51",Appartement,40,2,13
2592,29.0,RUE,MARECHAL FAYOLLE,"29,86",Appartement,30,2,13
2593,13.0,RUE,BERANGER,"55,7",Appartement,53,3,13
2594,381.0,CHE,MADRAGUE VILLE,"74,13",Appartement,76,4,13
2595,57.0,RUE,ADOLPHE THIERS,"53,66",Appartement,54,3,13
2596,12.0,RUE,RANQUE,"104,51",Appartement,104,5,13
2597,158.0,AV,DES CHARTREUX,"59,66",Appartement,61,3,13
2598,89.0,BD,LOUIS BOTINELLY,"65,71",Appartement,65,3,13
2599,2.0,RUE,CHARLES DE FOUCAULD,"29,22",Appartement,35,1,13
2600,48.0,RUE,CLOVIS HUGUES,"28,01",Appartement,27,1,13
2601,5001.0,IMP,DES AGACES,"85,19",Appartement,86,4,13
2602,17.0,,RSE NORD,"32,46",Appartement,35,1,13
2603,5.0,RUE,THUBANEAU,"20,96",Appartement,25,1,13
2604,48.0,AV,DE ST LOUIS,"54,33",Appartement,56,3,13
2605,80.0,BD,FRANCOISE DUPARC,"21,97",Appartement,21,1,13
2606,26.0,BD,HENRI BOULLE,"14,23",Appartement,14,1,13
2607,77.0,RUE,PAUTRIER,"33,46",Appartement,27,0,13
2608,1.0,RUE,SAINT MATHIEU,"24,34",Appartement,20,1,13
2609,47.0,RUE,DE LA LOGE,76,Appartement,76,3,13
2610,34.0,RUE,JEANNE JUGAN,"21,3",Appartement,23,1,13
2611,48.0,RUE,D AUBAGNE,"47,75",Appartement,45,2,13
2612,33.0,AV,MAL FOCH,"48,58",Appartement,57,2,13
2613,9.0,RUE,GUY FABRE,"45,1",Appartement,45,2,13
2614,27.0,BD,DE LA LIBERATION,"50,57",Appartement,54,3,13
2615,12.0,RUE,DE PROVENCE,"102,62",Appartement,104,4,13
2616,33.0,RUE,CAVAIGNAC,"62,24",Appartement,68,3,13
2617,2.0,RUE,DE LA BIBLIOTHEQUE,"88,3",Appartement,70,2,13
2618,12.0,RUE,CAMOIN JEUNE,"82,41",Appartement,77,3,13
2619,4.0,IMP,FLECHER,"31,52",Appartement,35,2,13
2620,5001.0,,LES ROSIERS,"58,25",Appartement,59,4,13
2621,103.0,TSSE,NTRE DAME BON SECOURS,68,Appartement,68,4,13
2622,23.0,BD,GAY LUSSAC,"1291,44",Appartement,100,3,13
2623,18.0,RUE,BENEDIT,"40,84",Appartement,42,2,13
2624,25.0,RUE,LEO LAGRANGE,"43,82",Appartement,40,2,13
2625,17.0,,RSE NORD,"47,51",Appartement,44,2,13
2626,95.0,RUE,D AUBAGNE,"36,39",Appartement,47,1,13
2627,23.0,BD,J. SAADE Q. DE LA JOLIETTE,"44,8",Appartement,44,2,13
2628,2.0,BD,DE LA LIBERATION,"39,02",Appartement,39,1,13
2629,7.0,CRS,JEAN BALLARD,"115,49",Appartement,93,4,13
2630,24.0,RUE,DU JET D EAU,52,Appartement,74,3,13
2631,30.0,RUE,MATHIEU STILLATI,"35,84",Appartement,30,2,13
2632,14.0,RUE,DES DOMINICAINES,"132,39",Appartement,70,3,13
2633,8.0,BD,SAINT BRUNO,35,Appartement,31,1,13
2634,14.0,VC,SQ  NATIONAL,"77,69",Appartement,79,5,13
2635,10.0,RUE,DESAIX,"39,78",Appartement,37,2,13
2636,17.0,RUE,DE LA LOGE,"76,74",Appartement,85,2,13
2637,13.0,RUE,PLUMIER,"47,59",Appartement,51,2,13
2638,30.0,RUE,SENAC,"114,69",Appartement,84,3,13
2639,17.0,BD,JEAN DUPLESSIS,"25,25",Appartement,26,1,13
2640,25.0,RUE,ORAN,"28,01",Appartement,25,1,13
2641,52.0,AV,DES CHUTES LAVIE,"39,4",Appartement,40,1,13
2642,31.0,RUE,D AUBAGNE,54,Appartement,56,3,13
2643,109.0,MTE,DU PICHOU,"46,69",Maison,34,2,13
2644,116.0,BD,BLANCARDE,"39,75",Appartement,42,1,13
2645,11.0,RUE,HENRI AUZIAS,"27,86",Appartement,33,2,13
2646,21.0,RUE,DE VARSOVIE,"43,28",Appartement,44,2,13
2647,48.0,AV,DE ST LOUIS,"73,85",Appartement,75,5,13
2648,2.0,AV,DES CHUTES LAVIE,"68,99",Appartement,67,3,13
2649,3.0,RUE,COLBERT,"38,69",Appartement,40,2,13
2650,2.0,RUE,ARCHIMEDE,"26,58",Appartement,25,1,13
2651,90.0,VC,LA CANEBIERE,"256,55",Appartement,265,7,13
2652,24.0,RUE,THUBANEAU,"25,27",Appartement,29,1,13
2653,67.0,RUE,CURIOL,"30,58",Appartement,27,1,13
2654,135.0,CHE,ST JOSEPH A STE MARTHE,"49,81",Appartement,52,2,13
2655,37.0,BD,SAINT JEAN DE DIEU,"50,44",Appartement,49,2,13
2656,8.0,RUE,BERNARD,"36,18",Appartement,38,2,13
2657,78.0,RUE,BELLE DE MAI,"34,43",Appartement,30,2,13
2658,229.0,BD,DE LA LIBERATION,"82,94",Appartement,74,3,13
2659,32.0,VC,LA CANEBIERE,"83,5",Appartement,84,3,13
2660,23.0,TRA,PICASSO,"18,81",Maison,38,3,13
2661,2.0,RUE,FRANCOIS MASSABO,"73,05",Appartement,71,3,13
2662,46.0,AV,MAL FOCH,"121,4",Appartement,138,6,13
2663,34.0,BD,PARDIGON,"35,4",Appartement,32,1,13
2664,358.0,CHE,DU LITTORAL,"54,84",Appartement,55,3,13
2665,20.0,RUE,GAVAUDAN,"65,45",Appartement,66,3,13
2666,26.0,BD,GEORGES CLEMENCEAU,"48,82",Appartement,50,3,13
2667,37.0,TRA,DE LA MICHELE,"39,6",Appartement,39,2,13
2668,4.0,RUE,ALEXIS CARREL,"35,97",Appartement,37,2,13
2669,48.0,AV,SAINT JEAN,"35,97",Appartement,37,1,13
2670,28.0,VC,SQ  NATIONAL,"50,16",Appartement,50,3,13
2671,5002.0,TSSE,DU CHATEAU VENTO,"18,05",Appartement,18,1,13
2672,57.0,RUE,FLEGIER,"35,41",Appartement,35,1,13
2673,90.0,BD,CHARLES MORETTI,"53,3",Appartement,54,3,13
2674,16.0,RUE,DANTON,"37,89",Appartement,37,2,13
2675,19.0,IMP,DE ROUX,"54,62",Appartement,56,3,13
2676,18.0,RUE,MARX DORMOY,"51,41",Appartement,48,2,13
2677,200.0,BD,NATIONAL,"42,52",Appartement,42,2,13
2678,55.0,CHE,DE LA PELOUQUE,"47,47",Appartement,36,3,13
2679,5.0,RUE,SAINT SAENS,"30,07",Appartement,35,2,13
2680,35.0,CHE,ST JOSEPH A STE MARTHE,"82,95",Appartement,80,5,13
2681,14.0,BD,PARDIGON,"36,31",Appartement,32,2,13
2682,19.0,RUE,DU PETIT PUITS,"35,12",Appartement,34,2,13
2683,188.0,AV,ROGER SALENGRO,"38,86",Appartement,33,2,13
2684,3.0,RUE,ROUVIERE,"115,01",Appartement,116,5,13
2685,49.0,BD,GLACIERE,"65,04",Appartement,65,4,13
2686,21.0,RUE,ORAN,"29,91",Appartement,30,1,13
2687,10.0,RUE,PIERRE BELLOT,"58,71",Appartement,69,3,13
2688,2.0,BD,BONNES GRACES,"69,09",Appartement,70,3,13
2689,40.0,RUE,PIERRE ALBRAND,"49,63",Appartement,51,2,13
2690,18.0,BD,DE ROUX,63,Appartement,60,4,13
2691,6.0,CHE,DE BIZET,"61,56",Appartement,62,3,13
2692,44.0,RUE,DES RECOLETTES,"28,54",Appartement,31,1,13
2693,20.0,RUE,LOUIS GROBET,"27,29",Appartement,26,1,13
2694,135.0,BD,LONGCHAMP,"102,2",Appartement,89,3,13
2695,19.0,BD,ALBIN BANDINI,"62,12",Maison,54,3,13
2696,44.0,RUE,DU COQ,"71,65",Appartement,71,3,13
2697,13.0,RUE,GLANDEVES,"27,12",Appartement,28,1,13
2698,46.0,BD,KRAEMER,"55,49",Appartement,60,3,13
2699,55.0,RUE,DE FORBIN,"38,43",Appartement,14,1,13
2700,110.0,BD,DE PARIS,"64,64",Appartement,65,3,13
2701,4.0,RUE,POIDS DE LA FARINE,"19,18",Appartement,25,1,13
2702,20.0,RUE,GUIBAL,"42,96",Appartement,40,3,13
2703,24.0,RUE,MAZENOD,"56,78",Appartement,56,2,13
2704,13.0,RUE,FORTUNE JOURDAN,"29,73",Appartement,28,3,13
2705,34.0,RUE,HENRI JURAMY,"38,09",Appartement,36,1,13
2706,41.0,RUE,D ISOARD,"16,61",Appartement,16,1,13
2707,5.0,RUE,CURIOL,"20,1",Appartement,22,1,13
2708,12.0,RUE,ELZEARD ROUGIER,"25,84",Appartement,24,1,13
2709,30.0,RUE,SERAPHIN,"41,21",Appartement,49,2,13
2710,7.0,VC,SQ  NATIONAL,"48,84",Appartement,50,3,13
2711,4.0,RUE,CHANTERAC,"46,36",Appartement,45,3,13
2712,12.0,RUE,DES GARDIANS,"63,67",Appartement,60,3,13
2713,31.0,BD,DE LUNEL,"52,16",Maison,53,4,13
2714,36.0,RUE,FRANCOIS BARBINI,"65,14",Appartement,60,3,13
2715,70.0,AV,CLAUDE MONET,"62,4",Appartement,62,3,13
2716,80.0,BD,FRANCOISE DUPARC,"34,92",Appartement,36,1,13
2717,122.0,TSSE,NTRE DAME BON SECOURS,"44,01",Appartement,44,3,13
2718,100.0,CHE,ST ANTOINE A ST JOSEPH,"85,02",Appartement,84,4,13
2719,15.0,BD,DES DAMES,"59,71",Appartement,61,2,13
2720,22.0,RUE,DE LA PALUD,"39,56",Appartement,33,3,13
2721,12.0,RUE,TOUSSAINT,"27,77",Appartement,25,1,13
2722,10.0,RUE,BERNARD DU BOIS,"44,87",Appartement,45,2,13
2723,70.0,RUE,CURIOL,"23,73",Appartement,34,2,13
2724,273.0,BD,CHAVE,"73,31",Appartement,78,4,13
2725,19.0,BD,DE ROUX,"63,74",Appartement,60,4,13
2726,5.0,RUE,PLUMIER,"46,3",Appartement,49,2,13
2727,3.0,AV,MARIGNY,"61,15",Appartement,65,3,13
2728,22.0,RUE,PORTE BAUSSENQUE,"64,16",Appartement,59,2,13
2729,11.0,TSSE,MARITIME,"68,24",Appartement,67,3,13
2730,47.0,RUE,DE LA LOGE,"61,63",Appartement,66,3,13
2731,24.0,BD,FRANCOISE DUPARC,"51,52",Appartement,58,2,13
2732,8.0,RUE,COLLIN,"37,49",Appartement,23,1,13
2733,1.0,BD,ROGER CHIEUSSE,"73,87",Appartement,74,4,13
2734,11.0,RUE,DE VERSAILLES,"44,45",Appartement,38,2,13
2735,50.0,RUE,PARADIS,"75,1",Appartement,78,3,13
2736,11.0,RUE,HENRI AUZIAS,"27,51",Appartement,18,2,13
2737,105.0,RUE,JEAN DE BERNARDY,"43,6",Appartement,42,1,13
2738,6.0,RUE,COMMANDANT MAGES,"19,51",Appartement,19,1,13
2739,15.0,RUE,DE LA JOLIETTE,"26,23",Appartement,28,1,13
2740,56.0,VC,LA CANEBIERE,"81,78",Appartement,72,3,13
2741,40.0,BD,LECCIA,"65,92",Appartement,70,4,13
2742,22.0,RUE,BERNARD,33,Appartement,36,1,13
2743,54.0,CHE,DU BASSIN,"86,46",Maison,88,4,13
2744,1.0,RUE,FRANCOIS MASSABO,54,Appartement,56,3,13
2745,30.0,BD,DE LA LIBERTE,"61,45",Appartement,58,3,13
2746,22.0,BD,GOUZIAN,"35,8",Appartement,25,1,13
2747,5002.0,TSSE,DU CHATEAU VENTO,"17,76",Appartement,18,1,13
2748,70.0,AV,CLAUDE MONET,"66,11",Appartement,65,3,13
2749,24.0,RUE,DES ABEILLES,"80,08",Appartement,82,3,13
2750,10.0,RUE,ELZEARD ROUGIER,"67,4",Appartement,68,4,13
2751,45.0,AV,CAMILLE PELLETAN,"40,04",Appartement,37,2,13
2752,78.0,RUE,CHEVALIER PAUL,"30,83",Appartement,31,1,13
2753,9.0,RUE,JEAN MARC CATHALA,"56,14",Appartement,60,3,13
2754,1.0,RUE,PLUMIER,"57,08",Appartement,61,3,13
2755,77.0,BD,DE PLOMBIERES,"38,48",Appartement,37,2,13
2756,17.0,RUE,PLUMIER,"87,84",Appartement,88,4,13
2757,68.0,BD,ROUGIER,"27,72",Appartement,30,2,13
2758,15.0,RUE,SAINT BRUNO,37,Appartement,30,2,13
2759,150.0,RUE,RABELAIS,"34,75",Appartement,39,2,13
2760,20.0,BD,BERNABO,"52,12",Appartement,55,3,13
2761,6.0,CHE,DE BIZET,"19,04",Appartement,19,1,13
2762,19.0,AV,DE ST ANTOINE,"36,18",Appartement,35,2,13
2763,28.0,BD,PAUL ARENE,"37,73",Appartement,37,2,13
2764,17.0,BD,DU CDT FINAT DUCLOS,"35,85",Appartement,31,2,13
2765,24.0,ALL,LEON GAMBETTA,"103,12",Appartement,91,3,13
2766,14.0,BD,GARIBALDI,"100,24",Appartement,105,3,13
2767,11.0,RUE,CONSOLAT,"22,99",Appartement,23,1,13
2768,5001.0,CITE,BEAUSOLEIL B ROUX PR,"51,69",Appartement,51,3,13
2769,358.0,CHE,DU LITTORAL,"54,99",Appartement,61,3,13
2770,3.0,TRA,FAVANT,"50,93",Appartement,60,3,13
2771,1.0,BD,ROGER CHIEUSSE,"82,76",Appartement,82,4,13
2772,23.0,RUE,NATIONALE,"21,43",Appartement,18,1,13
2773,2.0,RUE,SAINT LAURENT,"46,54",Appartement,47,2,13
2774,22.0,RUE,TOUSSAINT,"63,19",Maison,70,3,13
2775,40.0,RUE,SAINT ANDRE,"60,49",Appartement,61,4,13
2776,22.0,RUE,DES HEROS,"19,26",Appartement,18,1,13
2777,9002.0,RUE,RANQUE,"28,43",Appartement,29,1,13
2778,26.0,BD,GOUZIAN,"27,7",Appartement,28,1,13
2779,141.0,BD,FRANCOISE DUPARC,"52,54",Appartement,54,3,13
2780,28.0,RUE,ST GABRIEL,"42,29",Appartement,40,2,13
2781,23.0,RUE,GABRIEL AUDISIO,"74,64",Appartement,74,4,13
2782,12.0,BD,CHARLES NEDELEC,"65,58",Appartement,65,3,13
2783,2.0,RUE,PLUMIER,"47,09",Appartement,49,2,13
2784,12.0,PL,STRASBOURG PAUL CERMOLACCE,"102,15",Appartement,100,4,13
2785,9.0,AV,DE ST ANTOINE,"63,07",Appartement,82,4,13
2786,39.0,CHE,DE GIBBES,"62,64",Appartement,59,4,13
2787,19.0,IMP,DE ROUX,"38,3",Appartement,39,2,13
2788,27.0,RUE,DU GENIE,"45,19",Appartement,41,2,13
2789,72.0,RUE,CURIOL,"84,43",Appartement,58,3,13
2790,3.0,QUAI,RIVE NEUVE,"71,22",Appartement,80,3,13
2791,93.0,BD,LONGCHAMP,"21,23",Appartement,36,1,13
2792,2.0,RUE,JEAN FRANCOIS LECA,"32,06",Appartement,36,1,13
2793,5003.0,RES,MARITIME,"53,36",Appartement,50,3,13
2794,9.0,RUE,BIR HAKEIM,39,Appartement,39,1,13
2795,5001.0,,LES ROSIERS,47,Appartement,48,3,13
2796,9.0,RUE,JEAN CRISTOFOL,"23,2",Appartement,22,1,13
2797,41.0,RUE,D ISOARD,"16,29",Appartement,16,1,13
2798,47.0,RUE,DE LA REPUBLIQUE,"27,65",Appartement,29,1,13
2799,5.0,BD,VIALA,"58,42",Appartement,60,3,13
2800,31.0,BD,PHILIPPON,"78,72",Appartement,75,3,13
2801,16.0,RUE,BEAUMONT,40,Appartement,34,1,13
2802,39.0,BD,KRAEMER,"51,82",Appartement,54,3,13
2803,34.0,BD,PARDIGON,"22,8",Appartement,20,1,13
2804,21.0,RUE,ORAN,"33,77",Appartement,30,1,13
2805,9.0,RUE,JEAN CRISTOFOL,"21,8",Appartement,22,1,13
2806,19.0,AV,DES CHARTREUX,"80,04",Appartement,79,3,13
2807,57.0,RUE,DU COQ,"75,02",Appartement,74,3,13
2808,5001.0,CITE,BEAUSOLEIL B ROUX PR,"59,94",Appartement,62,4,13
2809,79.0,BD,DE LA MEDITERRANEE,"28,06",Appartement,28,2,13
2810,7.0,RUE,PUJOL,"22,59",Appartement,56,3,13
2811,11.0,BD,SAKAKINI,"64,1",Appartement,64,3,13
2812,257.0,BD,CHAVE,"53,77",Appartement,56,3,13
2813,60.0,BD,JARDIN ZOOLOGIQUE,"49,19",Appartement,51,3,13
2814,16.0,BD,PARDIGON,"38,1",Appartement,40,2,13
2815,20.0,BD,JEAN BAPTISTE IVALDI,"31,05",Appartement,30,1,13
2816,19.0,BD,DAUZAC,"45,12",Appartement,42,2,13
2817,34.0,RUE,DU PETIT PUITS,"22,7",Appartement,17,1,13
2818,28.0,RUE,ADOLPHE THIERS,"46,81",Appartement,43,2,13
2819,51.0,RUE,DU PANIER,"52,02",Appartement,52,3,13
2820,47.0,CR,DE FONTAINIEU,"64,28",Appartement,59,3,13
2821,6.0,CHE,DE BIZET,"38,79",Appartement,39,2,13
2822,37.0,AV,DU MERLAN,"27,53",Appartement,27,2,13
2823,20.0,RUE,DE LA CATHEDRALE,"17,2",Appartement,24,1,13
2824,7.0,RUE,RICARD,"36,47",Appartement,39,1,13
2825,58.0,RUE,DE CRIMEE,"18,4",Appartement,18,1,13
2826,22.0,VC,SQ  NATIONAL,"48,91",Appartement,50,3,13
2827,5001.0,RUE,DE MISSIRI,"82,26",Appartement,82,4,13
2828,6.0,RUE,BERNEX,"62,78",Appartement,60,2,13
2829,5006.0,RES,VAL PINS,"57,61",Appartement,56,3,13
